Placa;Codigo_Verificacion;Fecha_Emision;A¤o_Proceso;Medio_de_Pago;Cuotas Permiso;Codigo_SII;Comuna_Propietario;Comuna_Permiso;Valor_Contado;Total_a_Pagar;A¤o_Fabricacion;TipoVehiculo;Marca;Modelo;Cilindrada;Equipamiento;Combustible;Transmision;Tonelaje;Comuna_Anterior;Fecha_Vencimiento;;;Placa;Codigo_Verificacion;Fecha_Emision;A¤o_Proceso;Medio_de_Pago;Cuotas Permiso;Codigo_SII;Comuna_Propietario;Comuna_Permiso;Valor_Contado;Total_a_Pagar;A¤o_Fabricacion;TipoVehiculo;Marca;Modelo;Cilindrada;Equipamiento;Combustible;Transmision;Tonelaje;Comuna_Anterior;Fecha_Vencimiento
LRKK-85;6;26-08-2021;2021;Pagado Internet;2da. Cuota;SU243011819;¥U¥OA;RIO IBA¥EZ;382922;193950;2019;STATION WAGON;VOLKSWAGEN;TIGUAN;2000;NULL;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;LRKK-85;6;26-08-2021;NULL;Pagado Internet;2da. Cuota;SU243011819;¥U¥OA;RIO IBA¥EZ;382922;193950;2019;STATION WAGON;VOLKSWAGEN;TIGUAN;2000;NULL;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
LRYD-11;0;15-03-2021;2021;Pagado Internet;Total;SU111023420;RIO IBA¥EZ;RIO IBA¥EZ;112480;112480;2020;STATION WAGON;HYUNDAI;TUCSON;2000;NULL;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;LRYD-11;0;15-03-2021;NULL;Pagado Internet;Total;SU111023420;RIO IBA¥EZ;RIO IBA¥EZ;112480;112480;2020;STATION WAGON;HYUNDAI;TUCSON;2000;NULL;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
LSBV-25;K;22-03-2021;2021;Pagado Internet;Total;CT159000320;RIO IBA¥EZ;RIO IBA¥EZ;66726;66726;2020;CAMIONETA;MAXUS;T60;2800;Full;Di‚s;Aut;0;RIO IBA¥EZ;31-03-2022;;;LSBV-25;K;22-03-2021;NULL;Pagado Internet;Total;CT159000320;RIO IBA¥EZ;RIO IBA¥EZ;66726;66726;2020;CAMIONETA;MAXUS;T60;2800;Full;Di‚s;Aut;0;RIO IBA¥EZ;31-03-2022
LSBV-58;6;31-03-2021;2021;Pagado Internet;Total;CT160012020;COYHAIQUE;RIO IBA¾EZ;162731;162732;2020;CAMIONETA;MAZDA;BT50;2200;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LSBV-58;6;31-03-2021;NULL;Pagado Internet;Total;CT160012020;COYHAIQUE;RIO IBA¾EZ;162731;162732;2020;CAMIONETA;MAZDA;BT50;2200;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LSBV-65;9;06-04-2021;2021;Pagado Internet;Total;NULL;COYHAIQUE;RIO IBA¥EZ;149714;88037;2020;CAMIONETA;MAXUS;T60 4X4 DX DOBLE CABINA;2800;EQUI;DIES;MEC;0;RIO IBA¥EZ;31-03-2022;;;LSBV-65;9;06-04-2021;NULL;Pagado Internet;Total;NULL;COYHAIQUE;RIO IBA¥EZ;149714;88037;2020;CAMIONETA;MAXUS;T60 4X4 DX DOBLE CABINA;2800;EQUI;DIES;MEC;0;RIO IBA¥EZ;31-03-2022
LSBW-13;2;12-10-2021;2021;Pagado Internet;Total;SU132006404;RIO IBA¥EZ;RIO IBA¥EZ;25489;28869;2004;STATION WAGON;KIA MOTORS;SORENTO;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LSBW-13;2;12-10-2021;NULL;Pagado Internet;Total;SU132006404;RIO IBA¥EZ;RIO IBA¥EZ;25489;28869;2004;STATION WAGON;KIA MOTORS;SORENTO;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LSBY-33;K;30-03-2021;2021;Pagado Internet;Total;CT160012020;COYHAIQUE;RIO IBA¥EZ;162731;162732;2020;CAMIONETA;MAZDA;BT50;2200;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LSBY-33;K;30-03-2021;NULL;Pagado Internet;Total;CT160012020;COYHAIQUE;RIO IBA¥EZ;162731;162732;2020;CAMIONETA;MAZDA;BT50;2200;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LSBY-90;9;31-03-2021;2021;Pagado Internet;Total;NULL;COYHAIQUE;RIO IBA¥EZ;164887;164888;2020;STATION WAGON;CHEVROLET;TRAILBLAZER 4WD 2.8 AUT;2800;FULL;AUT;AUT;0;RIO IBA¥EZ;31-03-2022;;;LSBY-90;9;31-03-2021;NULL;Pagado Internet;Total;NULL;COYHAIQUE;RIO IBA¥EZ;164887;164888;2020;STATION WAGON;CHEVROLET;TRAILBLAZER 4WD 2.8 AUT;2800;FULL;AUT;AUT;0;RIO IBA¥EZ;31-03-2022
LSCP-20;2;31-03-2021;2021;Pagado Internet;Total;SD077007519;VITACURA;RIO IBA¥EZ;166059;166059;2019;AUTOMOVIL;FIAT;TIPO;1600;NULL;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;LSCP-20;2;31-03-2021;NULL;Pagado Internet;Total;SD077007519;VITACURA;RIO IBA¥EZ;166059;166059;2019;AUTOMOVIL;FIAT;TIPO;1600;NULL;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
LSHD-31;9;30-03-2021;2021;Pagado Internet;Total;SU111019819;RIO IBA¥EZ;RIO IBA¥EZ;63054;63054;2019;STATION WAGON;HYUNDAI;CRETA GS PE 1.6;1600;EQUI;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;LSHD-31;9;30-03-2021;NULL;Pagado Internet;Total;SU111019819;RIO IBA¥EZ;RIO IBA¥EZ;63054;63054;2019;STATION WAGON;HYUNDAI;CRETA GS PE 1.6;1600;EQUI;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
LSJG-57;0;31-03-2021;2021;Pagado Internet;Total;SD176033219;MAIPU;RIO IBA¥EZ;110347;110347;2019;AUTOMOVIL;NISSAN;VERSA;1600;Full;Benc;Mec;0;PROVIDENCIA;31-03-2022;;;LSJG-57;0;31-03-2021;NULL;Pagado Internet;Total;SD176033219;MAIPU;RIO IBA¥EZ;110347;110347;2019;AUTOMOVIL;NISSAN;VERSA;1600;Full;Benc;Mec;0;PROVIDENCIA;31-03-2022
LSWC-97;5;30-08-2021;2021;Pagado Internet;2da. Cuota;SU111024020;RIO IBA¥EZ;RIO IBA¥EZ;103084;52212;2020;STATION WAGON;HYUNDAI;TUCSON;2000;NULL;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;LSWC-97;5;30-08-2021;NULL;Pagado Internet;2da. Cuota;SU111024020;RIO IBA¥EZ;RIO IBA¥EZ;103084;52212;2020;STATION WAGON;HYUNDAI;TUCSON;2000;NULL;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
LSWD-72;6;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015220;RIO IBA¥EZ;RIO IBA¥EZ;165490;83821;2020;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LSWD-72;6;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015220;RIO IBA¥EZ;RIO IBA¥EZ;165490;83821;2020;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LSWD-74;2;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015220;RIO IBA¥EZ;RIO IBA¥EZ;165490;83821;2020;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LSWD-74;2;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015220;RIO IBA¥EZ;RIO IBA¥EZ;165490;83821;2020;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LSWD-75;0;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015220;RIO IBA¥EZ;RIO IBA¥EZ;165490;83821;2020;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LSWD-75;0;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015220;RIO IBA¥EZ;RIO IBA¥EZ;165490;83821;2020;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LSWD-76;9;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015220;RIO IBA¥EZ;RIO IBA¥EZ;165490;83821;2020;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LSWD-76;9;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015220;RIO IBA¥EZ;RIO IBA¥EZ;165490;83821;2020;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LSWD-77;7;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015220;RIO IBA¥EZ;RIO IBA¥EZ;165490;83821;2020;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LSWD-77;7;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015220;RIO IBA¥EZ;RIO IBA¥EZ;165490;83821;2020;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LSWD-78;5;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015220;RIO IBA¥EZ;RIO IBA¥EZ;165490;83821;2020;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LSWD-78;5;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015220;RIO IBA¥EZ;RIO IBA¥EZ;165490;83821;2020;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LSWD-79;3;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015220;RIO IBA¥EZ;RIO IBA¥EZ;165490;83821;2020;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LSWD-79;3;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015220;RIO IBA¥EZ;RIO IBA¥EZ;165490;83821;2020;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LSWD-80;7;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015220;RIO IBA¥EZ;RIO IBA¥EZ;165490;83821;2020;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LSWD-80;7;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015220;RIO IBA¥EZ;RIO IBA¥EZ;165490;83821;2020;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LTDX-94;0;31-03-2021;2021;Pagado Internet;Total;SU111024220;RIO IBA¥EZ;RIO IBA¥EZ;99560;99561;2020;STATION WAGON;HYUNDAI;TUCSON;2000;NULL;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;LTDX-94;0;31-03-2021;NULL;Pagado Internet;Total;SU111024220;RIO IBA¥EZ;RIO IBA¥EZ;99560;99561;2020;STATION WAGON;HYUNDAI;TUCSON;2000;NULL;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
LTGG-21;3;23-04-2021;2021;Pagado Internet;Total;CT235012009;RIO IBA¥EZ;RIO IBA¥EZ;26554;27006;2009;CAMIONETA;TOYOTA;DYNA;4000;Norm;DIES;Mec;0;RIO IBA¥EZ;31-03-2022;;;LTGG-21;3;23-04-2021;NULL;Pagado Internet;Total;CT235012009;RIO IBA¥EZ;RIO IBA¥EZ;26554;27006;2009;CAMIONETA;TOYOTA;DYNA;4000;Norm;DIES;Mec;0;RIO IBA¥EZ;31-03-2022
LTGG-23;K;29-01-2021;2021;Pagado Internet;Total;NULL;COYHAIQUE;RIO IBA¥EZ;150966;150966;2020;CAMION;MERCEDES BENZ;AROCS 33404800PSFULL;NULL;EQUI;DIES;MEC;33500;RIO IBA¥EZ;30-09-2021;;;LTGG-23;K;29-01-2021;NULL;Pagado Internet;Total;NULL;COYHAIQUE;RIO IBA¥EZ;150966;150966;2020;CAMION;MERCEDES BENZ;AROCS 33404800PSFULL;NULL;EQUI;DIES;MEC;33500;RIO IBA¥EZ;30-09-2021
LTGG-50;7;30-03-2021;2021;Pagado Internet;Total;HB154000219;COYHAIQUE;RIO IBA¥EZ;30262;33917;2019;AUTOMOVIL;MAHINDRA;KUV100;1200;NULL;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;LTGG-50;7;30-03-2021;NULL;Pagado Internet;Total;HB154000219;COYHAIQUE;RIO IBA¥EZ;30262;33917;2019;AUTOMOVIL;MAHINDRA;KUV100;1200;NULL;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
LTHH-32;0;13-04-2021;2021;Pagado Internet;Total;CT160012020;RIO IBA¥EZ;RIO IBA¥EZ;162731;165503;2020;CAMIONETA;MAZDA;BT50;2200;Full;Di‚s;Mec;0;RIO VERDE;31-03-2022;;;LTHH-32;0;13-04-2021;NULL;Pagado Internet;Total;CT160012020;RIO IBA¥EZ;RIO IBA¥EZ;162731;165503;2020;CAMIONETA;MAZDA;BT50;2200;Full;Di‚s;Mec;0;RIO VERDE;31-03-2022
LTPJ-54;5;30-03-2021;2021;Pagado Internet;Total;SU176023720;RIO IBA¥EZ;RIO IBA¥EZ;92890;92890;2020;STATION WAGON;NISSAN;X-TRAIL;2500;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;LTPJ-54;5;30-03-2021;NULL;Pagado Internet;Total;SU176023720;RIO IBA¥EZ;RIO IBA¥EZ;92890;92890;2020;STATION WAGON;NISSAN;X-TRAIL;2500;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
LTVL-47;2;02-09-2021;2021;Pagado Internet;2da. Cuota;HB032015920;SANTIAGO;RIO IBA¥EZ;508507;263513;2020;Hatchback;B.M.W;118;2000;NULL;Di‚s;Aut;0;RIO IBA¥EZ;31-03-2022;;;LTVL-47;2;02-09-2021;NULL;Pagado Internet;2da. Cuota;HB032015920;SANTIAGO;RIO IBA¥EZ;508507;263513;2020;Hatchback;B.M.W;118;2000;NULL;Di‚s;Aut;0;RIO IBA¥EZ;31-03-2022
LTWP-63;2;01-04-2021;2021;Pagado Internet;Total;CT160012020;RIO IBA¥EZ;RIO IBA¥EZ;162731;165503;2020;CAMIONETA;MAZDA;BT50;2200;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LTWP-63;2;01-04-2021;NULL;Pagado Internet;Total;CT160012020;RIO IBA¥EZ;RIO IBA¥EZ;162731;165503;2020;CAMIONETA;MAZDA;BT50;2200;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LTYS-83;7;30-08-2021;2021;Pagado Internet;2da. Cuota;SU132018420;SANTIAGO;RIO IBA¥EZ;177798;90055;2020;STATION WAGON;KIA MOTORS;SORENTO;2400;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;LTYS-83;7;30-08-2021;NULL;Pagado Internet;2da. Cuota;SU132018420;SANTIAGO;RIO IBA¥EZ;177798;90055;2020;STATION WAGON;KIA MOTORS;SORENTO;2400;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
LTYT-92;2;30-08-2021;2021;Pagado Internet;2da. Cuota;CO111000820;SANTIAGO;RIO IBA¥EZ;207966;105336;2020;MINIBUS PARTICULAR;HYUNDAI;H-1;2500;NULL;Di‚s;Aut;0;RIO IBA¥EZ;31-03-2022;;;LTYT-92;2;30-08-2021;NULL;Pagado Internet;2da. Cuota;CO111000820;SANTIAGO;RIO IBA¥EZ;207966;105336;2020;MINIBUS PARTICULAR;HYUNDAI;H-1;2500;NULL;Di‚s;Aut;0;RIO IBA¥EZ;31-03-2022
LTYT-98;1;30-08-2021;2021;Pagado Internet;2da. Cuota;SU176023720;SANTIAGO;RIO IBA¥EZ;92890;47049;2020;STATION WAGON;NISSAN;X-TRAIL;2500;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;LTYT-98;1;30-08-2021;NULL;Pagado Internet;2da. Cuota;SU176023720;SANTIAGO;RIO IBA¥EZ;92890;47049;2020;STATION WAGON;NISSAN;X-TRAIL;2500;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
LTYT-99;K;30-08-2021;2021;Pagado Internet;2da. Cuota;SU176023720;SANTIAGO;RIO IBA¥EZ;92890;47049;2020;STATION WAGON;NISSAN;X-TRAIL;2500;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;LTYT-99;K;30-08-2021;NULL;Pagado Internet;2da. Cuota;SU176023720;SANTIAGO;RIO IBA¥EZ;92890;47049;2020;STATION WAGON;NISSAN;X-TRAIL;2500;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
LTYV-10;4;30-08-2021;2021;Pagado Internet;2da. Cuota;SU176023720;SANTIAGO;RIO IBA¥EZ;92890;47049;2020;STATION WAGON;NISSAN;X-TRAIL;2500;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;LTYV-10;4;30-08-2021;NULL;Pagado Internet;2da. Cuota;SU176023720;SANTIAGO;RIO IBA¥EZ;92890;47049;2020;STATION WAGON;NISSAN;X-TRAIL;2500;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
LTYX-98;0;30-08-2021;2021;Pagado Internet;2da. Cuota;CT166006620;TEMUCO;RIO IBA¥EZ;139690;70753;2020;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LTYX-98;0;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT166006620;TEMUCO;RIO IBA¥EZ;139690;70753;2020;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LTYX-99;9;30-08-2021;2021;Pagado Internet;2da. Cuota;CT166006620;TEMUCO;RIO IBA¥EZ;139690;70753;2020;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LTYX-99;9;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT166006620;TEMUCO;RIO IBA¥EZ;139690;70753;2020;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LTYY-61;8;30-08-2021;2021;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LTYY-61;8;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LTYY-62;6;30-08-2021;2021;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LTYY-62;6;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LTYY-63;4;30-08-2021;2021;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LTYY-63;4;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LTYY-64;2;30-08-2021;2021;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LTYY-64;2;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LTYY-65;0;30-08-2021;2021;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LTYY-65;0;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LTYY-66;9;30-08-2021;2021;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LTYY-66;9;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LTYY-68;5;30-08-2021;2021;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LTYY-68;5;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LTYY-74;K;30-08-2021;2021;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LTYY-74;K;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LTYY-75;8;30-08-2021;2021;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LTYY-75;8;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LTYY-85;5;30-08-2021;2021;Pagado Internet;2da. Cuota;CT166006620;TEMUCO;RIO IBA¥EZ;139690;70753;2020;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LTYY-85;5;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT166006620;TEMUCO;RIO IBA¥EZ;139690;70753;2020;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LTYZ-12;6;30-08-2021;2021;Pagado Internet;2da. Cuota;CT166006620;TEMUCO;RIO IBA¥EZ;139690;70753;2020;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LTYZ-12;6;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT166006620;TEMUCO;RIO IBA¥EZ;139690;70753;2020;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LTYZ-18;5;30-08-2021;2021;Pagado Internet;2da. Cuota;CT166006620;TEMUCO;RIO IBA¥EZ;139690;70753;2020;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LTYZ-18;5;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT166006620;TEMUCO;RIO IBA¥EZ;139690;70753;2020;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LTYZ-29;0;03-09-2021;2021;Pagado Internet;2da. Cuota;CT166006620;TEMUCO;RIO IBA¥EZ;139690;72389;2020;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LTYZ-29;0;03-09-2021;NULL;Pagado Internet;2da. Cuota;CT166006620;TEMUCO;RIO IBA¥EZ;139690;72389;2020;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LTYZ-30;4;30-08-2021;2021;Pagado Internet;2da. Cuota;CT166006620;TEMUCO;RIO IBA¥EZ;139690;70753;2020;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LTYZ-30;4;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT166006620;TEMUCO;RIO IBA¥EZ;139690;70753;2020;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LTZD-26;3;30-08-2021;2021;Pagado Internet;2da. Cuota;CT166006620;TEMUCO;RIO IBA¥EZ;139690;70753;2020;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LTZD-26;3;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT166006620;TEMUCO;RIO IBA¥EZ;139690;70753;2020;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LTZD-27;1;30-08-2021;2021;Pagado Internet;2da. Cuota;CT166006620;TEMUCO;RIO IBA¥EZ;139690;70753;2020;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LTZD-27;1;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT166006620;TEMUCO;RIO IBA¥EZ;139690;70753;2020;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LTZW-88;2;30-08-2021;2021;Pagado Internet;2da. Cuota;SU235014520;SANTIAGO;RIO IBA¥EZ;97572;49420;2020;STATION WAGON;TOYOTA;RAV4;2000;NULL;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;LTZW-88;2;30-08-2021;NULL;Pagado Internet;2da. Cuota;SU235014520;SANTIAGO;RIO IBA¥EZ;97572;49420;2020;STATION WAGON;TOYOTA;RAV4;2000;NULL;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
